4.5,6.383372744487353
4.5606815598558885,6.704587623971664
4.9375,7.425380880876306
5.737436867076459,8.0
6.77331668493415,7.973914691722253
7.654273727547035,7.266487677977638
8.0,6.138673983374292
7.654273727547036,4.927724872738303
6.7733166849341515,3.814035752800208
5.737436867076459,2.809155400070215
4.937500000000001,1.915581952515542
4.5606815598558885,1.2513180587744575
4.5,1.0
4.439318440144112,1.2513180587744557
4.062500000000001,1.9155819525155389
3.262563132923544,2.8091554000702117
2.2266833150658516,3.814035752800206
1.3457262724529673,4.927724872738299
1.0,6.138673983374291
1.3457262724529642,7.266487677977635
2.2266833150658454,7.973914691722252
3.262563132923541,8.0
4.062499999999999,7.4253808808763075
4.4393184401441115,6.7045876239716655
